,post_id,text,annotatorid1,target1,label1,annotatorid2,target2,label2,annotatorid3,target3,label3,rationales,final_label,final_target_category
3511,15132440_gab,"['tfw', 'you', 'are', 'vice', 'provost', 'of', 'diversity', 'nigger', 'equity', 'vp', 'of', 'difference', 'sameness', 'at', 'the', 'same', 'time', '<happy>']",13,['African'],offensive,4,['African'],hatespeech,46,['African'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['African']
3515,1163214633056047106_twitter,"['niggas', 'love', 'staying', 'in', 'contact', 'with', 'they', 'old', 'bitches']",4,['Women'],normal,8,['None'],normal,6,['None'],normal,[],normal,
3532,1179075753260077057_twitter,"['i', 'will', 'slap', 'da', 'shit', 'outta', 'white', 'girl', 'bitch', 'do', 'not', 'tell', 'me', 'you', 'want', 'my', 'nigger', 'cock']",1,['African'],offensive,9,['Other'],offensive,4,"['Caucasian', 'Women']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,
3533,1178832944707915776_twitter,"['no', 'chinks', 'niggers', 'or', 'redskins', 'ah', 'i', 'can', 'already', 'tell', 'by', 'the', 'blunt', 'racist', 'dialogue', 'from', 'one', 'of', 'the', 'white', 'characters', 'in', 'the', 'opening', 'scene', 'that', 'this', 'is', 'going', 'to', 'be', 'a', 'good', 'exploitation', 'film']",4,"['Asian', 'African', 'Other']",normal,9,['None'],normal,25,['None'],normal,[],normal,
3539,17524246_gab,"['i', 'am', 'happy', 'once', 'the', 'last', 'kike', 'hangs', 'from', 'a', 'tree']",6,['Jewish'],hatespeech,63,['Arab'],hatespeech,62,['Jewish'],hatespeech,"[[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]",hatespeech,['Jewish']
3567,1178914169426305024_twitter,"['<user>', '<user>', 'speaking', 'in', 'tongues', 'is', 'not', 'bullshit', 'it', 'cured', 'world', 'hunger', 'eradicated', 'disease', 'and', 'saved', 'millions', 'of', 'kids', 'from', 'being', 'raped', 'and', 'murdered', 'oh', 'wait']",10,['None'],normal,9,['None'],normal,136,['None'],normal,[],normal,
3572,1178307077338329088_twitter,"['<user>', '<user>', 'my', 'son', 'died', 'of', 'dementia', 'at', 'the', 'age', 'of', 'three', 'and', 'i', 'am', 'currently', 'amidst', 'killing', 'my', 'self', 'so', 'a', 'stanky', 'ass', 'booty', 'pic', 'from', 'your', 'ching', 'chong', 'ass', 'would', 'make', 'my', 'life', 'so', 'much', 'better', 'rn']",10,['None'],normal,9,['None'],normal,4,['Asian'],hatespeech,[],normal,
3573,1178861841780559872_twitter,"['<user>', 'i', 'fucking', 'hate', 'you']",4,['None'],normal,2,['None'],normal,54,['None'],normal,[],normal,
3578,1179007711721279488_twitter,"['<user>', 'the', 'same', 'people', 'who', 'defend', 'a', 'woman', 'right', 'to', 'post', 'ass', 'pics', 'on', 'instagram', 'are', 'the', 'same', 'to', 'try', 'and', 'push', 'them', 'out', 'of', 'a', 'job', 'and', 'suddenly', 'say', 'it', 'degrading', 'to', 'them', 'will', 'you', 'ugly', 'dykes', 'pick', 'something', 'to', 'be', 'offended', 'by', 'and', 'stick', 'with', 'it']",146,"['Women', 'Homosexual']",offensive,2,['Women'],hatespeech,4,['Homosexual'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,"['Women', 'Homosexual']"
3600,3009341_gab,"['muslim', 'chaplain', 'of', 'the', 'canadian', 'army', 'wtf', 'why', 'i', 'am', 'sure', 'our', 'muzzie', 'friends', 'and', 'allies', 'have', 'a', 'priest', 'in', 'their', 'army', 'hell', 'i', 'doubt', 'there', 'is', 'one', 'in', 'the', 'whole', 'country', 'fk', 'islam', 'can', 'fam', 'speak', 'freely']",9,['Islam'],hatespeech,4,['Islam'],hatespeech,7,['Islam'],offensive,"[[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Islam']
3603,1179103371560718336_twitter,"['i', 'am', 'such', 'a', 'slut', 'for', 'fresh', 'bedding']",4,['Women'],offensive,147,['None'],offensive,46,['Women'],offensive,"[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]",offensive,['Women']
3608,1178866756435079168_twitter,"['i', 'fucking', 'hate', 'wifi']",2,['None'],normal,4,['None'],normal,46,['None'],normal,[],normal,
3625,12042275_gab,"['see', 'how', 'lefties', 'turn', 'on', 'their', 'poster', 'girl', 'aung', 'san', 'suu', 'kyi', 'mynarmar', 'cos', 'she', 'will', 'not', 'bend', 'to', 'dhimmi', 'traitor', 'politicians', 'un', 'by', 'appeasing', 'moslems', 'unhcr', 'head', 'is', 'a', 'moslem', 'screams', 'genocide', 'irony', 'yet', 'mentions', 'nothing', 'of', 'ongoing', 'moslem', 'genocide', 'of', 'christians', 'in', 'middle', 'east', 'me', 'says', 'go', 'for', 'it', 'aung']",3,['Islam'],hatespeech,4,['Islam'],hatespeech,56,['Islam'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Islam']
3645,1178643316847431681_twitter,"['kashmir', 'lockdown', 'should', 'stay', 'for', '<number>', 'years', 'just', 'like', 'kashmir', 'pundits', 'stayed', 'refugee', 'for', '<number>', 'years', 'that', 'would', 'be', 'a', 'perfect', 'poetic', 'justice']",59,['None'],normal,2,['None'],normal,4,['Islam'],hatespeech,[],normal,
3646,1178894690722054145_twitter,"['real', 'street', 'nigga', 'ain', 't', 'get', 'nothing', 'but', 'some', 'pain', 'from', 'it']",59,['None'],normal,4,['Islam'],normal,148,['None'],normal,[],normal,
3652,24072943_gab,"['israel', 'is', 'the', 'only', 'democracy', 'in', 'the', 'muzzie', 'mideast', 'and', 'an', 'american', 'ally', 'people', 'who', 'hate', 'israel', 'are', 'idiots']",4,['Islam'],hatespeech,9,['None'],normal,18,['None'],normal,[],normal,
3664,1178938601230475265_twitter,"['on', 'god', 'america', 'be', 'like', 'i', 'hate', 'niggers', 'but', 'i', 'will', 'let', 'a', 'entity', 'from', 'the', 'dark', 'realm', 'chill', 'upstairs']",46,['African'],hatespeech,3,['African'],hatespeech,44,['African'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['African']
3679,25400457_gab,"['why', 'jews', 'are', 'profiting', 'from', 'the', 'us', 'importing', 'moslem', 'refugees']",81,['Jewish'],hatespeech,4,"['Refugee', 'Islam', 'Jewish']",hatespeech,57,['Jewish'],offensive,"[[0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0]]",hatespeech,['Jewish']
3691,18830189_gab,"['this', 'coon', 'is', 'full', 'of', 'shit']",51,['African'],hatespeech,1,['African'],hatespeech,149,"['Minority', 'African']",hatespeech,"[[0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]]",hatespeech,['African']
3697,10512629_gab,"['we', 'are', 'being', 'taxed', 'with', 'zakat', 'so', 'they', 'can', 'live', 'lavishly', 'fuck', 'their', 'zakat', 'time', 'to', 'enforce', 'the', 'moslem', 'ban', 'that', 'been', 'around', 'since', 'the', '<number>']",4,['Islam'],hatespeech,9,['Islam'],hatespeech,92,['Islam'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]]",hatespeech,['Islam']
3699,24226678_gab,"['always', 'thought', 'that', 'nigger', 'was', 'a', 'faggot']",46,"['African', 'Homosexual']",hatespeech,4,"['African', 'Homosexual']",hatespeech,92,"['African', 'Homosexual']",offensive,"[[0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1]]",hatespeech,"['African', 'Homosexual']"
3712,1088092706457440256_twitter,"['i', 'wana', 'hoe', 'out', 'every', 'time', 'i', 'hear', 'thotiana']",4,['Women'],normal,6,['None'],normal,28,['None'],normal,[],normal,
3722,1178841789018640385_twitter,"['you', 'all', 'bitches', 'always', 'posting', 'some', 'faggot', 'ass', 'shit', 'smfh']",4,"['Women', 'Homosexual']",offensive,105,['Homosexual'],offensive,17,['Homosexual'],offensive,"[[0, 0, 1, 0, 0, 1, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]",offensive,['Homosexual']
3728,15133126_gab,"['lol', 'nice', 'boomerposting', 'hey', 'does', 'kike', 'jism', 'taste', 'better', 'on', 'the', 'shabbat', 'you', 'd', 'know', 'after', 'all', 'lol', 'gimme', 'more']",6,['Jewish'],hatespeech,81,['Jewish'],hatespeech,9,['Jewish'],hatespeech,"[[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Jewish']
3735,1161396083530055686_twitter,"['this', 'nigga', 'a', 'goat', 'but', 'switched', 'his', 'style', 'four', 'different', 'times', 'sure']",7,['None'],normal,6,['None'],normal,4,['None'],normal,[],normal,
3749,14273688_gab,"['<user>', 'your', 'a', 'faggot', 'fucker', 'coon', 'boy', 'suck', 'my', 'horse', 'cock']",96,"['Other', 'Homosexual']",hatespeech,25,['Homosexual'],hatespeech,46,"['African', 'Homosexual']",hatespeech,"[[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]]",hatespeech,['Homosexual']
3761,1179083154579177473_twitter,"['these', 'freshman', 'in', 'the', 'bathroom', 'having', 'a', 'blacks', 'cypher', '🥴', 'diploma', 'me', 'plz', 'this', 'shit', 'ghetto', 'dawg']",60,['African'],offensive,55,['African'],offensive,4,['Other'],normal,"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]]",offensive,['African']
3765,1178930453488652289_twitter,"['the', 'reply', 'i', 'and', 'everyone', 'else', 'who', 'complained', 'got', 'from', 'edinburgh', 'uni', 'regarding', 'their', 'resisting', 'white', 'people', 'tax', 'payer', 'funded', 'globohomo', 'propaganda', 'conference', 'was', 'basically', 'yes', 'but', 'racism', 'so', 'no', 'currently', 'penning', 'my', 'reply']",60,['None'],normal,55,['None'],normal,30,['None'],normal,[],normal,
3772,26319949_gab,"['snow', 'nigger', 'does', 'not', 'want', 'to', 'be', 'blamed', 'for', 'slavery', 'and', 'the', 'sins', 'of', 'past', 'white', 'men', 'but', 'wants', 'to', 'take', 'credit', 'for', 'everything', 'else', 'low', 'iq', 'bottom', 'feeder', 'trailer', 'trash']",4,"['Other', 'Caucasian']",hatespeech,19,"['Indigenous', 'Caucasian']",offensive,27,['African'],hatespeech,"[[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]",hatespeech,['Caucasian']
3801,1179014998670086149_twitter,"['ooh', 'my', 'car', 'so', 'retarded', 'this', 'bitch', 'just', 'farted']",4,['None'],normal,96,['None'],normal,18,['None'],normal,[],normal,
3802,1179045150275846144_twitter,"['dressing', 'your', 'characters', 'in', 'big', 'bud', 'press', 'is', 'now', 'tv', 'shorthand', 'for', 'non', 'denominational', 'queer']",4,['Homosexual'],normal,96,['None'],normal,18,['None'],normal,[],normal,
3804,6710056_gab,"['teacher', 'asks', 'class', 'where', 'is', 'pakistan', 'little', 'johnny', 'replies', 'outside', 'with', 'paki', 'steve']",4,"['Other', 'Islam']",hatespeech,19,['None'],normal,9,['None'],normal,[],normal,
3806,26342506_gab,"['now', 'if', 'only', 'we', 'can', 'get', 'moslem', 'men', 'to', 'do', 'this', 'before', 'their', 'wives', 'squat', 'out', 'shitlings']",6,['Jewish'],offensive,19,['Islam'],offensive,4,"['Islam', 'Women']",hatespeech,"[[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",offensive,['Islam']
3814,1179076651834957825_twitter,"['<user>', 'would', 'have', 'pressed', 'that', 'bitch', 'and', 'beat', 'the', 'faggot', 'out', 'of', 'him']",3,['Homosexual'],hatespeech,4,"['Women', 'Homosexual']",hatespeech,44,['Homosexual'],hatespeech,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]]",hatespeech,['Homosexual']
3820,1178606198809141249_twitter,"['pope', 'is', 'asian', 'you', 'fucking', 'dumb', 'nigger']",10,['African'],hatespeech,4,"['Asian', 'African']",hatespeech,17,['African'],hatespeech,"[[0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1]]",hatespeech,['African']
3822,1179101876677234688_twitter,"['<user>', '<user>', 'i', 'am', 'not', 'defending', 'biden', 'he', 'is', 'a', 'fucking', 'relic', 'but', 'to', 'suggest', 'his', 'position', 'is', 'zero', 'taxes', 'on', 'millionaires', 'is', 'dishonest']",10,['None'],normal,11,['None'],normal,17,['None'],normal,[],normal,
3834,15353029_gab,"['oh', 'snap', 'do', 'not', 'they', 'also', 'have', 'a', 'large', 'muzzie', 'population', 'there']",1,['Islam'],hatespeech,51,['Islam'],offensive,4,['Islam'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]]",hatespeech,['Islam']
3845,1178993190826905606_twitter,"['<user>', 'my', 'guess', 'is', 'that', 'if', 'she', 'did', 'get', 'raped', 'she', 'would', 'not', 'murder', 'the', 'innocent', 'baby', 'many', 'do', 'not']",4,['Women'],normal,97,['Women'],offensive,1,['None'],normal,[],normal,['Women']
3850,1179066143794794497_twitter,"['<user>', '<user>', 'amen', 'i', 'will', 'put', 'my', '<number>', 'cents', 'in', 'and', 'help', 'as', 'well', 'the', 'intersection', 'of', 'veganism', 'women', 'hip', 'hop', 'music', 'and', 'islam', 'in', 'sneaker', 'culture']",18,['None'],normal,97,['None'],normal,1,['None'],normal,[],normal,
3855,19900230_gab,"['filthy', 'kike', 'matt', 'drudge', 'throws', 'in', 'his', 'two', 'sheckels']",3,['Jewish'],hatespeech,54,['Jewish'],hatespeech,9,['Jewish'],hatespeech,"[[0, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Jewish']
3857,19952772_gab,"['if', 'we', 'are', 'being', 'brutally', 'honest', 'here', 'i', 'am', 'not', 'pro', 'because', '<user>', 'is', 'a', 'scumbag', 'piece', 'of', 'shit', 'aziz', 'anzari', 'type', 'arrogant', 'entitled', 'shitskin', 'and', 'i', 'would', 'not', 'piss', 'on', 'him', 'to', 'put', 'out', 'a', 'fire', 'so', 'mr', 'torba', 'gets', 'nothing', 'from', 'me', 'until', 'he', 'gone']",151,"['Minority', 'Arab']",hatespeech,4,"['Other', 'Arab']",hatespeech,46,['African'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Arab']
3861,12432342_gab,"['sherry', 'fatso', 'kim', 'is', 'not', 'a', 'threat', 'yet', 'the', 'mil', 'indus', 'complex', 'pretends', 'that', 'he', 'is', 'trump', 'spoke', 'about', 'protecting', 'our', 'friends', 'it', 'is', 'all', 'bullshit']",151,['Economic'],offensive,9,['None'],normal,4,['None'],normal,[],normal,
3865,1178359154802597889_twitter,"['bitches', 'be', 'just', 'as', 'messy', 'ass', 'these', 'faggot', 'ass', 'niggas']",72,['Homosexual'],offensive,74,['Men'],offensive,4,"['Women', 'Homosexual']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 1, 1]]",offensive,['Homosexual']
3877,13651130_gab,"['lol', 'gives', 'a', 'whole', 'new', 'meaning', 'to', 'bread', 'basket', 'lmao', 'fuggen', 'kike', 'demon']",68,['Jewish'],hatespeech,9,['Jewish'],hatespeech,3,['Jewish'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]]",hatespeech,['Jewish']
3881,17844735_gab,"['the', 'other', 'kike', 'claimed', 'soros', 'wasn', 't', 'prosecuted', 'because', 'he', 'was', 'too', 'old', 'bulan', 'kike', 'claims', 'it', 'was', 'because', 'he', 'was', 'too', 'young', 'shoah', '<number>', 'electric', 'boogaloo', 'will', 'not', 'discriminate', 'by', 'age', 'all', 'are', 'welcome']",92,['Jewish'],offensive,4,"['Other', 'Jewish']",hatespeech,9,['Jewish'],hatespeech,"[[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Jewish']
3882,10374353_gab,"['there', 'is', 'a', 'link', 'on', 'washington', 'examiner', 'that', 'suggests', 'the', 'dws', 'it', 'paki', 'it', 'aide', 'has', 'terrorist', 'ties', 'but', 'the', 'link', 'will', 'not', 'post', 'why', 'washingtonexaminer', 'com', 'ron', 'desantis', 'fired', 'debbie', 'wasserman', 'schultz', 'aide', 'may', 'have', 'terrorist', 'ties', 'article', '<number>']",92,['None'],normal,13,['None'],normal,9,['None'],normal,[],normal,
3900,23143719_gab,"['because', 'fuck', 'sargon', 'remember', 'what', 'these', 'little', 'niglets', 'grow', 'in', 'to', 'hahahahaha']",71,"['Minority', 'African']",hatespeech,25,['African'],hatespeech,67,['African'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]]",hatespeech,['African']
3914,14606529_gab,"['he', 'could', 'have', 'at', 'least', 'brought', 'her', 'some', 'kfc', 'and', 'a', '<number>', 'that', 'street', 'shitter', 'is', 'lucky', 'the', 'nigger', 'did', 'not', 'have', 'a', 'chimpout', 'and', 'kill', 'him', '🙄']",20,['African'],hatespeech,13,['African'],offensive,4,"['Other', 'African']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['African']
3922,11004916_gab,"['and', 'to', 'pour', 'more', 'gasoline', 'on', 'the', 'fire', 'now', 'they', 'are', 'cracking', 'down', 'hard', 'on', 'internet', 'hate', 'speech', 'which', 'is', 'arbitrary', 'and', 'capricious', 'whenever', 'a', 'sand', 'nigger', 'bitches', 'some', 'poor', 'brit', 'going', 'to', 'jail', 'and', 'these', 'muslim', 'parasites', 'have', 'bitching', 'down', 'to', 'an', 'artform', 'helmets', 'people', 'helmets']",72,"['African', 'Islam']",hatespeech,41,"['African', 'Islam']",hatespeech,79,"['Women', 'African', 'Islam']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]]",hatespeech,"['African', 'Islam']"
3944,26361372_gab,"['the', 'wise', 'nigger', 'fantasy', 'perpetuated', 'on', 'white', 'america', 'by', 'the', 'industry', 'kikes', 'meanwhile', 'niggers', 'cant', 'even', 'raise', 'their', 'own', 'spawn', 'raping', '<number>', 'white', 'women', 'annually', 'basically', 'commiting', 'all', 'the', 'violent', 'crime', 'in', 'america']",10,"['African', 'Jewish']",hatespeech,1,['African'],hatespeech,9,"['African', 'Jewish']",hatespeech,"[[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,"['African', 'Jewish']"
3950,22303507_gab,"['your', 'friendly', 'moslem', 'who', 'went', 'all', 'allah', 'akhbar', 'today', 'in', 'france']",4,['Islam'],hatespeech,9,['None'],normal,46,['None'],normal,[],normal,
